doc_id,customer_id,age,education,job,balance,duration,complaint,support_response,converted
2893,CUST0067,39,primary,management,15767.98,56,How do I set up UPI on the mobile banking app?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
2894,CUST0744,40,secondary,retired,1487.4,100,How do I set up UPI on the mobile banking app?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
2895,CUST0536,41,tertiary,management,1933.69,229,My monthly account statement shows transactions I did not authorize.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
2896,CUST0400,55,tertiary,entrepreneur,10987.4,444,My complaint raised 10 days ago has still not been assigned a reference number.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
2897,CUST0191,35,tertiary,admin.,7813.49,75,How can I check my credit card reward points balance?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
2898,CUST0563,50,secondary,admin.,41551.44,48,An international transaction fee was applied to a domestic purchase. This is clearly a system error.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
2899,CUST0713,33,primary,management,12284.37,180,Is there a transaction limit for NEFT transfers?,Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,0
2900,CUST0329,47,tertiary,services,67306.16,13,Can I make a partial prepayment on my home loan without penalty?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,1
2901,CUST0468,49,secondary,technician,8036.88,250,The OTP for online transactions is not being delivered to my registered mobile number.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
2902,CUST0680,55,tertiary,technician,2624.77,242,I received a phishing SMS appearing to come from your bank. Please investigate the source.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
2903,CUST0500,23,tertiary,unknown,4234.13,87,"My online banking password reset link expired within minutes, making it impossible to regain access.","We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
2904,CUST0704,23,tertiary,management,86204.53,446,Does your bank offer recurring deposit schemes for senior citizens?,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
2905,CUST0231,31,primary,student,28115.86,139,What should I do if my mobile banking app is not showing updated balance?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
2906,CUST0620,43,secondary,admin.,5974.24,207,The nominee details I submitted are not reflecting correctly in my account profile.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
